"PathwayName"	"DataBase"	"SignatureSize"	"PathwaySize"	"Overlap"	"Pvalue"	"Qvalue"	"OverlapGenes"
"LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE"	"MSigDB_c2_cgp_v5"	"1200"	"  47"	"  6"	"7.925972e-02"	"2.691839e-01"	"HTRA3 MGP SERPINH1 COL18A1 LGALS1 H1F0"
"LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q"	"MSigDB_c2_cgp_v5"	"1200"	" 105"	"  8"	"4.691212e-01"	"7.507903e-01"	"RAB14 NEK6 PSMB7 MRPL50 ATP6V1G1 CUL5 PSMA2 PTPDC1"
"GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION"	"MSigDB_c2_cgp_v5"	"1200"	"  22"	"  3"	"9.471523e-02"	"3.019048e-01"	"BAX SLC25A4 VDAC2"
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17"	"MSigDB_c2_cgp_v5"	"1200"	"  17"	"  1"	"4.009872e-01"	"6.939182e-01"	"FH"
"EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  43"	"  1"	"8.700882e-01"	"9.777708e-01"	"POU4F1"
"EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION"	"MSigDB_c2_cgp_v5"	"1200"	"  45"	"  4"	"2.921401e-01"	"5.909428e-01"	"PDLIM5 TNNI2 MRAS BIN1"
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23"	"MSigDB_c2_cgp_v5"	"1200"	"  18"	"  2"	"1.711659e-01"	"4.333133e-01"	"CCND1 PAFAH1B2"
"MATTIOLI_MGUS_VS_PCL"	"MSigDB_c2_cgp_v5"	"1200"	"  91"	" 13"	"1.335533e-02"	"7.844010e-02"	"SEPHS1 SSR4 CCT3 NASP RAN PSMC4 TBCB SNRPD3 ABCE1 CCT4 ICT1 PSMA3 CSTF2T"
"MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA"	"MSigDB_c2_cgp_v5"	"1200"	"  15"	"  1"	"3.416318e-01"	"6.446082e-01"	"CCT4"
"FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL"	"MSigDB_c2_cgp_v5"	"1200"	" 286"	" 33"	"1.345908e-02"	"7.897367e-02"	"IDH1 ACSL3 RAMP1 DBI MPZL1 CHST1 PGRMC1 HPRT1 PGK1 GMPS MLF1 ANP32E SLC31A1 LIMCH1 AKR1B10 TTYH1 SEPHS2 BNIP3 FABP7 P4HA1 CSTB MSMO1 MPHOSPH6 FDFT1 UCHL3 ACAD8 SAR1B HMGCS1 NAMPT SPTLC2 TRPS1 COMT TRIM36"
"FARMER_BREAST_CANCER_APOCRINE_VS_BASAL"	"MSigDB_c2_cgp_v5"	"1200"	" 293"	" 35"	"6.809921e-03"	"4.746779e-02"	"IDH1 ACSL3 DBI CHST1 PFDN4 MST4 HPRT1 PRKX FABP5 MLF1 SCHIP1 ANP32E ATP6V1G1 CDKN2A CYP51A1 UGDH LIMCH1 TMEM135 TMEM41B SEPHS2 P4HA1 MSMO1 MPHOSPH6 FDFT1 ACAD8 SC5DL SYNCRIP SAR1B IDI1 HMGCR BCAP29 SPTLC2 CRIPT SNRPD1 TRIM36"
"FARMER_BREAST_CANCER_BASAL_VS_LULMINAL"	"MSigDB_c2_cgp_v5"	"1200"	" 298"	" 25"	"3.564939e-01"	"6.544900e-01"	"SEPHS1 BLVRA PRKX EIF1AX FABP5 ACTL6A GMPS SCHIP1 CDKN2A MAGOH ART3 CLCN4 CHMP2A TMEM135 ACADSB C6orf211 ATG5 DNAJC12 TRIM29 SYNCRIP PTTG1 GTPBP4 COX16 SPTLC2 SNRPD1"
"LUI_THYROID_CANCER_CLUSTER_1"	"MSigDB_c2_cgp_v5"	"1200"	"  48"	"  2"	"7.518862e-01"	"9.345133e-01"	"CCND1 EVPL"
"LUI_THYROID_CANCER_CLUSTER_2"	"MSigDB_c2_cgp_v5"	"1200"	"  40"	"  3"	"4.014829e-01"	"6.897053e-01"	"SORD ABCC3 RDH11"
"LUI_THYROID_CANCER_CLUSTER_3"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  3"	"1.831587e-01"	"4.511697e-01"	"SARS HINT1 LITAF"
"LUI_TARGETS_OF_PAX8_PPARG_FUSION"	"MSigDB_c2_cgp_v5"	"1200"	"  34"	"  5"	"5.101371e-02"	"2.025325e-01"	"SARS RAN HINT1 LITAF SRSF3"
"SCHLOSSER_SERUM_RESPONSE_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 113"	"  6"	"8.115865e-01"	"9.573843e-01"	"SNX1 TRANK1 ZNF91 BTF3 PPP1R11 EGR1"
"SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC"	"MSigDB_c2_cgp_v5"	"1200"	"  96"	"  6"	"6.590550e-01"	"8.889073e-01"	"CUL5 EIF4A1 YWHAE ICT1 MED6 OTUB1"
"SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY"	"MSigDB_c2_cgp_v5"	"1200"	"  32"	"  3"	"2.526855e-01"	"5.409953e-01"	"NDUFS5 EIF4A1 NME4"
"SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM"	"MSigDB_c2_cgp_v5"	"1200"	" 147"	" 36"	"2.314542e-10"	"1.628161e-08"	"LYPLA1 HSPE1 FASTKD2 FH ATP5C1 COPS2 PFDN4 HPRT1 PRPS1 ACTL6A SERP1 SARS EIF4E NDUFB6 YARS G3BP2 TRIAP1 RAN DDX19A NGDN NUPL1 EI24 MRPL3 PNO1 BLMH KPNA2 EIF4A3 EEF1E1 BTF3 CTAGE5 HNRNPA1 CCT8 PSMG1 U2AF1 ETF1 PGAM1"
"SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  45"	"  8"	"8.491563e-03"	"5.615167e-02"	"TIMM17A EIF1AX FABP5 RAN LDHA UCHL3 SYNCRIP RSL1D1"
"SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  44"	"  7"	"2.220306e-02"	"1.140913e-01"	"SNRPB EIF1AX GRPEL1 ATP2A2 PRMT1 ATP1B3 COMT"
"SCHLOSSER_SERUM_RESPONSE_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 630"	"102"	"1.541097e-12"	"2.006706e-10"	"COPS5 TCEB1 LY96 PTP4A1 TXNDC9 BZW1 SUMO1 IGFBP5 SNRPE PLA2G4A FCGR2A SRP9 CDC123 YME1L1 EIF3M SNRPB2 SLC25A5 SEPT6 LAMP2 COX7B PGK1 DIAPH2 NXT2 SAT1 PEX2 KCNAB1 ANP32E RAP1A AIMP1 H2AFZ ADH5 GTF2B HS2ST1 SEP15 ATP6V1G1 MAGOH RBBP4 PPP1R8 ABCF2 INSIG1 ARAP2 RCHY1 ATP2A2 POLR2J ATP5J2 USPL1 ASNS MEF2A EED PSMA1 UQCRC2 CD164 SERINC1 ADARB1 RAP1B GTF2E2 MSMO1 LSM6 ANAPC10 CYB5B PSMD6 ADK PSMC6 FDFT1 SEC61G SC5DL PSMA4 SNAPC5 COX7A2 MYD88 C1D ACTR2 RAB1A MDH1 FBXW11 PRPSAP2 GAS7 STX8 COIL MMD PSMD12 IDI1 ZSCAN12 UQCRB TBCA HMGCR MRPS27 NDUFS4 DLD PSMA3 MED6 SPTLC2 C14orf2 SUB1 SQLE HNRNPA1 MORC3 DSCR3 WTAP ABHD3 SRP19 NDUFA2"
"MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS"	"MSigDB_c2_cgp_v5"	"1200"	"  33"	"  3"	"2.708788e-01"	"5.662778e-01"	"MAFB CCND1 DPYSL2"
"FARMER_BREAST_CANCER_CLUSTER_1"	"MSigDB_c2_cgp_v5"	"1200"	"  32"	"  1"	"7.394265e-01"	"9.270287e-01"	"TNFRSF17"
"FARMER_BREAST_CANCER_CLUSTER_7"	"MSigDB_c2_cgp_v5"	"1200"	"  17"	"  3"	"4.221835e-02"	"1.803674e-01"	"TMEM135 TMEM41B TRIM36"
"FARMER_BREAST_CANCER_CLUSTER_6"	"MSigDB_c2_cgp_v5"	"1200"	"  15"	"  0"	"7.149740e-01"	"9.198320e-01"	""
"FARMER_BREAST_CANCER_CLUSTER_5"	"MSigDB_c2_cgp_v5"	"1200"	"  19"	"  1"	"4.576930e-01"	"7.399501e-01"	"SERPINF1"
"FARMER_BREAST_CANCER_CLUSTER_4"	"MSigDB_c2_cgp_v5"	"1200"	"  16"	"  2"	"1.319095e-01"	"3.740033e-01"	"SLC31A1 NAMPT"
"FARMER_BREAST_CANCER_CLUSTER_2"	"MSigDB_c2_cgp_v5"	"1200"	"  33"	"  1"	"7.548488e-01"	"9.362941e-01"	"PTTG1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER"	"MSigDB_c2_cgp_v5"	"1200"	" 134"	" 10"	"5.143594e-01"	"7.872652e-01"	"EBP ECT2 ANP32E H2AFZ CDKN2A COMMD8 PTTG1 KPNA2 HN1 FEN1"
"SCHEIDEREIT_IKK_INTERACTING_PROTEINS"	"MSigDB_c2_cgp_v5"	"1200"	"  56"	"  1"	"9.459014e-01"	"9.943175e-01"	"CCND1"
"JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER"	"MSigDB_c2_cgp_v5"	"1200"	"  37"	"  5"	"7.210702e-02"	"2.527463e-01"	"COPS5 ENTPD2 SNRPD3 ASH2L PSMB5"
"KOBAYASHI_RESPONSE_TO_ROMIDEPSIN"	"MSigDB_c2_cgp_v5"	"1200"	"  16"	"  2"	"1.319095e-01"	"3.740033e-01"	"TNFAIP6 GTF2B"
"LA_MEN1_TARGETS"	"MSigDB_c2_cgp_v5"	"1200"	"  23"	"  3"	"1.077354e-01"	"3.295880e-01"	"IGFBP5 FRRS1 HSD17B11"
"HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2"	"MSigDB_c2_cgp_v5"	"1200"	"  16"	"  2"	"1.319095e-01"	"3.740033e-01"	"CDKN2A CCND1"
"PATTERSON_DOCETAXEL_RESISTANCE"	"MSigDB_c2_cgp_v5"	"1200"	"  26"	"  0"	"8.865590e-01"	"9.822123e-01"	""
"AIYAR_COBRA1_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  33"	"  3"	"2.708788e-01"	"5.662778e-01"	"TMEM50A ASNS MGP"
"AIYAR_COBRA1_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  26"	"  3"	"1.511276e-01"	"4.043284e-01"	"HPRT1 GOT2 PSMD12"
"LI_CISPLATIN_RESISTANCE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  2"	"3.924632e-01"	"6.886110e-01"	"GSG1 EDNRB"
"LI_CISPLATIN_RESISTANCE_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  22"	"  1"	"5.365568e-01"	"8.041454e-01"	"CYP1B1"
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  16"	"  3"	"3.440635e-02"	"1.559177e-01"	"CD53 NT5E CDKN1A"
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  4"	"6.912871e-02"	"2.471912e-01"	"WBP5 SPP1 SFRP1 EDNRB"
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  33"	"  2"	"5.003808e-01"	"7.787236e-01"	"PDGFRA DPYSL2"
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  70"	"  5"	"4.955177e-01"	"7.744046e-01"	"THBD SLC6A8 ASNS MIF SERPINF1"
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  21"	"  2"	"2.350063e-01"	"5.191259e-01"	"PDGFRA EGR1"
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  51"	"  3"	"5.933821e-01"	"8.473920e-01"	"ASNS NT5E CD68"
"XU_HGF_SIGNALING_NOT_VIA_AKT1_6HR"	"MSigDB_c2_cgp_v5"	"1200"	"  24"	"  2"	"3.021510e-01"	"6.054892e-01"	"SAT1 LSS"
"XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR"	"MSigDB_c2_cgp_v5"	"1200"	"  15"	"  1"	"3.416318e-01"	"6.446082e-01"	"ERBB2IP"
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  32"	"  2"	"4.795170e-01"	"7.622452e-01"	"ASNS GRK5"
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  18"	"  4"	"1.167539e-02"	"7.170437e-02"	"SPP1 WTAP SRSF3 SRSF7"
"XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  21"	"  0"	"8.275439e-01"	"9.624798e-01"	""
"XU_HGF_TARGETS_REPRESSED_BY_AKT1_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  69"	"  4"	"6.585844e-01"	"8.887622e-01"	"CD53 NIPSNAP3B ARAP2 GPX3"
"XU_AKT1_TARGETS_6HR"	"MSigDB_c2_cgp_v5"	"1200"	"  20"	"  2"	"2.132185e-01"	"4.933448e-01"	"SOAT1 ERBB2IP"
"SHI_SPARC_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  22"	"  1"	"5.365568e-01"	"8.041454e-01"	"AHRR"
"DIRMEIER_LMP1_RESPONSE_EARLY"	"MSigDB_c2_cgp_v5"	"1200"	"  58"	"  3"	"6.945380e-01"	"9.115532e-01"	"INSIG1 HMGCS1 EGR1"
"EINAV_INTERFERON_SIGNATURE_IN_CANCER"	"MSigDB_c2_cgp_v5"	"1200"	"  18"	"  1"	"4.297149e-01"	"7.157042e-01"	"MORC3"
"SNIJDERS_AMPLIFIED_IN_HEAD_AND_NECK_TUMORS"	"MSigDB_c2_cgp_v5"	"1200"	"  35"	"  2"	"5.407732e-01"	"8.057291e-01"	"PTP4A1 CCND1"
"WHITE_NEUROBLASTOMA_WITH_1P36.3_DELETION"	"MSigDB_c2_cgp_v5"	"1200"	"  19"	"  3"	"6.057836e-02"	"2.277270e-01"	"CAMTA1 ESPN HES2"
"SILIGAN_BOUND_BY_EWS_FLT1_FUSION"	"MSigDB_c2_cgp_v5"	"1200"	"  40"	"  3"	"4.014829e-01"	"6.897053e-01"	"KCNAB1 HESX1 NEO1"
"DAUER_STAT3_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  42"	"  0"	"9.703355e-01"	"1.000000e+00"	""
"DAUER_STAT3_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  37"	"  4"	"1.718604e-01"	"4.314134e-01"	"HPGD TRANK1 TMEM97 C14orf2"
"PATIL_LIVER_CANCER"	"MSigDB_c2_cgp_v5"	"1200"	" 664"	" 59"	"1.806077e-01"	"4.473165e-01"	"ATP6V1H COPS5 GTF3C3 TMEM237 RAMP1 SNRPE BLZF1 MPZL1 TMCO1 NUF2 CNIH4 SNRPB RBM3 MID1IP1 LAMP2 CETN2 BCAP31 PGK1 GLA PEX2 FABP5 FDPS NPR1 ILF2 BOLA1 PLEKHF2 RRAGD SPP1 P2RX4 NUDT1 SNRPA1 DLG2 NUP37 ACTR6 MRPL42 RAP2A OSBP2 YKT6 CCT4 NPM1 PTTG1 TMEM97 IGF2BP1 KPNA2 PRKCA HN1 IDI1 UQCRB RPL30 POLR2K SQLE H1F0 KDELR3 RFC4 PFDN6 CENPQ FADS1 FEN1 CWF19L1"
"KORKOLA_TERATOMA"	"MSigDB_c2_cgp_v5"	"1200"	"  35"	"  4"	"1.453546e-01"	"3.955402e-01"	"NUF2 MGP EGR1 FEN1"
"KORKOLA_YOLK_SAC_TUMOR"	"MSigDB_c2_cgp_v5"	"1200"	"  53"	"  4"	"4.224060e-01"	"7.112738e-01"	"MGP RASSF10 SHISA2 MOK"
"WANG_METHYLATED_IN_BREAST_CANCER"	"MSigDB_c2_cgp_v5"	"1200"	"  31"	"  0"	"9.253898e-01"	"9.924446e-01"	""
"HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  1"	"6.692670e-01"	"8.957712e-01"	"PSMC4"
"TERAMOTO_OPN_TARGETS_CLUSTER_6"	"MSigDB_c2_cgp_v5"	"1200"	"  27"	"  4"	"6.061658e-02"	"2.261344e-01"	"SOAT1 OLFML3 BLOC1S1 SERPINF1"
"TERAMOTO_OPN_TARGETS_CLUSTER_7"	"MSigDB_c2_cgp_v5"	"1200"	"  17"	"  2"	"1.511290e-01"	"4.014365e-01"	"UGDH SPP1"
"SCHRAMM_INHBA_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  23"	"  4"	"3.286937e-02"	"1.522790e-01"	"COPS2 RAP1A TRIM29 CCNG1"
"SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  53"	"  5"	"2.498502e-01"	"5.393591e-01"	"SORD PDLIM5 TMEM50A CH25H IFIT2"
"SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  4"	"6.912871e-02"	"2.471912e-01"	"INSIG1 LIMCH1 DDIT4 CDKN1A"
"YORDY_RECIPROCAL_REGULATION_BY_ETS1_AND_SP100_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  69"	"  5"	"4.812857e-01"	"7.631736e-01"	"DNAJB6 LMO7 PRKCA ZNF91 TICAM2"
"YORDY_RECIPROCAL_REGULATION_BY_ETS1_AND_SP100_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  20"	"  1"	"4.848568e-01"	"7.657610e-01"	"MEA1"
"KANG_GIST_WITH_PDGFRA_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  44"	"  4"	"2.762127e-01"	"5.745825e-01"	"S100A1 PDGFRA GLIPR1 CXCL14"
"MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  17"	"  1"	"4.009872e-01"	"6.939182e-01"	"CDKN1A"
"MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  20"	"  1"	"4.848568e-01"	"7.657610e-01"	"SNRPB"
"DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  26"	"  0"	"8.865590e-01"	"9.822123e-01"	""
"DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  32"	"  3"	"2.526855e-01"	"5.409953e-01"	"FABP5 CLCN4 LPXN"
"DACOSTA_UV_RESPONSE_VIA_ERCC3_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 281"	" 28"	"9.653182e-02"	"3.054678e-01"	"PDCL SLC6A8 SAT1 GRHPR PPIE EIF3I TRIAP1 ASL SERPINH1 RPS15A SLC25A4 DNASE2 ASNA1 CYB5B YKT6 PSMC3IP GDI2 CLTB MED6 PGF MOAP1 GCAT RSL1D1 MEA1 CYP1B1 CREM FADS1 FEN1"
"DACOSTA_UV_RESPONSE_VIA_ERCC3_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 808"	" 44"	"9.976790e-01"	"1.000000e+00"	"ATP6V1H IL1R1 MOB4 ACSL3 TIPRL GALK2 RNF13 GMPS TIPARP SCHIP1 RAP1A UBE2D3 EIF4E PDLIM5 LPAR1 SRPK2 DNAJB6 ARAP2 LIMCH1 SERPINE1 MEF2A RRAS2 CCND1 CTGF ADARB1 CDC16 GTF2E2 ABCE1 ANAPC10 UBE2E1 SMAD6 FBXW11 PPP2CA PRKCA XRCC4 FOXD1 NAMPT CTAGE5 MOK SRSF3 SRSF7 CUL2 TNFAIP8 GRK5"
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 460"	" 21"	"9.979154e-01"	"1.000000e+00"	"ACSL3 RNF13 GMPS TIPARP SCHIP1 EIF4E SRPK2 LIMCH1 SERPINE1 MEF2A RRAS2 CTGF ADARB1 FBXW11 PPP2CA PRKCA XRCC4 FOXD1 MOK SRSF3 SRSF7"
"DIRMEIER_LMP1_RESPONSE_LATE_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  52"	"  3"	"6.089867e-01"	"8.583598e-01"	"BZW1 LITAF ETF1"
"DIRMEIER_LMP1_RESPONSE_LATE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  2"	"3.924632e-01"	"6.886110e-01"	"RPS11 ASAH1"
"HEIDENBLAD_AMPLICON_8Q24_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  30"	"  4"	"8.801372e-02"	"2.870472e-01"	"TMEM38B GTF2H2 MED6 CDC25C"
"HEIDENBLAD_AMPLICON_8Q24_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  41"	"  3"	"4.200554e-01"	"7.092673e-01"	"NEK6 DNAJB6 VAPA"
"HEIDENBLAD_AMPLICON_12P11_12_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  31"	"  4"	"9.836215e-02"	"3.083895e-01"	"MGP ABCC8 POC5 NTAN1"
"HEIDENBLAD_AMPLICON_12P11_12_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  19"	"  0"	"7.960968e-01"	"9.487124e-01"	""
"AMUNDSON_GENOTOXIC_SIGNATURE"	"MSigDB_c2_cgp_v5"	"1200"	"  92"	" 11"	"6.361422e-02"	"2.348833e-01"	"NEK6 CHST1 COX7B PPP1R8 MGP CLN5 SPRY2 KPNA2 HMGCR TNFRSF17 EGR1"
"AMUNDSON_RESPONSE_TO_ARSENITE"	"MSigDB_c2_cgp_v5"	"1200"	" 194"	" 23"	"2.220428e-02"	"1.139063e-01"	"GTF3C3 HSPE1 TIMM17A GLA DNTTIP2 LAMTOR3 ATP6V1G1 LEPR PLOD1 SRPK2 DNAJB6 ASNS B3GNT6 SERPINH1 MARS NPM1 MMD ATP6V0A1 PRKCA CCT8 ATP6V0E1 POLR1C ZNF24"
"YANAGIHARA_ESX1_TARGETS"	"MSigDB_c2_cgp_v5"	"1200"	"  28"	"  3"	"1.831587e-01"	"4.511697e-01"	"CLCN4 ACTR2 HMGCS1"
"WEINMANN_ADAPTATION_TO_HYPOXIA_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  23"	"  2"	"2.795708e-01"	"5.753105e-01"	"CADM1 GPX3"
"WEINMANN_ADAPTATION_TO_HYPOXIA_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  34"	"  4"	"1.328131e-01"	"3.720835e-01"	"PLA2G4A CADM1 NT5E IGFBP3"
"TSUNODA_CISPLATIN_RESISTANCE_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  40"	"  4"	"2.147105e-01"	"4.956728e-01"	"LCMT2 SORD MST4 C8orf4"
"MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 153"	" 27"	"2.993865e-05"	"5.872581e-04"	"TIMM17A PFDN2 PGK1 ZMAT3 NDUFB6 GRHPR SLC2A1 ARAP2 BAX LDHA C11orf82 BNIP3 CCND1 P4HA1 DDIT4 PFKL ANKRD37 EI24 FOXL2 CCNG1 PQLC3 POLR2K HNRNPA1 FAM162A CCDC58 NME4 CDKN1A"
"MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 135"	" 10"	"5.245405e-01"	"7.947977e-01"	"CD53 INSIG1 PDGFRA HSD17B11 TTYH1 TYROBP FABP7 HPGD LECT1 EDNRB"
"MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP"	"MSigDB_c2_cgp_v5"	"1200"	" 199"	" 30"	"2.649147e-04"	"3.693116e-03"	"NAA20 HPRT1 PGK1 ZMAT3 COMMD2 RAP2B ARAP2 C11orf82 KCNE3 GLRX3 BNIP3 CTGF FABP7 P4HA1 DDIT4 PFKL ANKRD37 RAP2A EI24 TIMM8B COX7A2 CCNG1 IGF2BP1 PQLC3 NAMPT FAM162A CCDC58 TCP1 NME4 CDKN1A"
"MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN"	"MSigDB_c2_cgp_v5"	"1200"	" 482"	" 40"	"3.701860e-01"	"6.690900e-01"	"LYPLA1 OGFRL1 ATIC LIN7C SNX5 SLC25A5 ABCB7 UFM1 ANP32E CTTNBP2NL GNAI3 DBT LPAR1 SGIP1 ABCF2 PDGFRA PITPNB MEF2A SGPL1 GNG2 PAFAH1B2 SNX1 DUSP18 YKT6 ACTR2 FBXW11 PANK3 TNFAIP1 HMGCR UTP15 ERBB2IP HNRNPA1 SCARF2 UFD1L FYTTD1 STARD4 MATR3 GRAMD3 RBP4 CWF19L1"
"LI_WILMS_TUMOR_ANAPLASTIC_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  19"	"  3"	"6.057836e-02"	"2.277270e-01"	"G3BP2 KPNA2 RFC4"
"BORLAK_LIVER_CANCER_EGF_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  51"	" 11"	"5.653101e-04"	"6.830598e-03"	"RBM3 WBP5 ECT2 TLR6 SPP1 SERPINE1 CCND1 CD63 SLC7A7 NID1 EGR1"
"MANN_RESPONSE_TO_AMIFOSTINE_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  20"	"  3"	"7.110211e-02"	"2.510934e-01"	"NEDD8 RFC4 CDKN1A"
"YAN_ESCAPE_FROM_ANOIKIS"	"MSigDB_c2_cgp_v5"	"1200"	"  22"	"  0"	"8.414005e-01"	"9.677449e-01"	""
"DARWICHE_PAPILLOMA_RISK_HIGH_VS_LOW_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  27"	"  0"	"8.956768e-01"	"9.833244e-01"	""
"OXFORD_RALA_OR_RALB_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  48"	"  5"	"1.843446e-01"	"4.517274e-01"	"ASNS CCND1 TMEM97 HN1 FEN1"
"OXFORD_RALA_OR_RALB_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  17"	"  1"	"4.009872e-01"	"6.939182e-01"	"SLC6A8"
"LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  70"	"  6"	"3.294776e-01"	"6.340890e-01"	"PLA2G4A CTSZ FABP5 PLOD1 FOXL2 FOXD1"
"LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN"	"MSigDB_c2_cgp_v5"	"1200"	"  85"	"  3"	"9.179014e-01"	"9.905760e-01"	"DNAJC12 SLC25A4 TRPS1"
"WOOD_EBV_EBNA1_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1200"	"  98"	"  6"	"6.802616e-01"	"9.036686e-01"	"GTF3C3 HSPE1 SORD UGDH SERPINH1 FZD2"
