"PathwayName"	"DataBase"	"SignatureSize"	"PathwaySize"	"Overlap"	"Pvalue"	"Qvalue"	"OverlapGenes"
"PARK_HSC_AND_MULTIPOTENT_PROGENITORS"	"MSigDB_c2_cgp_v5"	"1361"	"  47"	"  1"	"9.359039e-01"	"1.000000e+00"	"BRCA2"
"GREENBAUM_E2A_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  17"	"  3"	"6.229814e-02"	"2.719434e-01"	"ALPL BLK CD74"
"NGUYEN_NOTCH1_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  28"	"  3"	"2.476647e-01"	"5.464964e-01"	"NQO1 STAT5A F2R"
"ZHAN_MULTIPLE_MYELOMA_CD2_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  43"	"  7"	"3.786960e-02"	"2.118482e-01"	"PAX5 DTX1 CD79A VPREB3 SDC2 PLXNB2 MS4A1"
"HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY"	"MSigDB_c2_cgp_v5"	"1361"	"  22"	"  3"	"1.341523e-01"	"4.120513e-01"	"MLXIP HIP1R TIMELESS"
"ABBUD_LIF_SIGNALING_1_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  40"	"  6"	"6.679504e-02"	"2.823105e-01"	"LCN2 TMEM176B TMEM176A TNFRSF1A TAPBP LRG1"
"ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  24"	"  4"	"6.129829e-02"	"2.705701e-01"	"CD36 TNFRSF1A RB1 RARA"
"THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  68"	"  6"	"4.252583e-01"	"7.180523e-01"	"IL1B AQP9 MYL4 HIVEP1 TRAF3 VEGFA"
"GERY_CEBP_TARGETS"	"MSigDB_c2_cgp_v5"	"1361"	" 112"	" 17"	"1.223073e-02"	"1.091934e-01"	"SERPINB2 LCN2 S100A8 KLF4 ID3 RASL11B MAFK DFNA5 ELMOD3 PLAUR ANK3 MKNK2 NRP1 GCH1 VCAN TFRC PIM1"
"VERHAAK_AML_WITH_NPM1_MUTATED_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 153"	" 21"	"2.098940e-02"	"1.502399e-01"	"SERPINB2 CAT THBS1 IL1B S100A6 FGR PRDM2 CD36 PF4 TMEM176B TMEM176A PLAUR GCH1 PDGFD AQP9 HOXB3 LGALS3BP VCAN FPR1 RHAG NFKB2"
"KANG_IMMORTALIZED_BY_TERT_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  75"	"  5"	"6.887069e-01"	"8.960217e-01"	"SERPINB2 CACNA2D1 CD36 ST3GAL5 DOT1L"
"BASSO_CD40_SIGNALING_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  60"	" 16"	"1.597561e-05"	"1.098548e-03"	"RUNX1T1 ID3 CD38 ORAI2 DFNA5 ISG20 TCF3 ARHGEF18 POU2AF1 CAMP TRIB2 ITGB7 ST6GAL1 ST3GAL6 LTB BLNK"
"ZHAN_MULTIPLE_MYELOMA_MF_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  39"	"  3"	"4.796310e-01"	"7.559469e-01"	"RNASE6 ITGB7 ABLIM1"
"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN"	"MSigDB_c2_cgp_v5"	"1361"	" 143"	" 13"	"4.283316e-01"	"7.172063e-01"	"SELP TGM2 ITM2A MECOM PRKACB ISG15 UCHL1 DFNA5 GADD45A MMP14 CLDN7 ICAM2 VCAN"
"JAIN_NFKB_SIGNALING"	"MSigDB_c2_cgp_v5"	"1361"	"  68"	"  9"	"8.685646e-02"	"3.238267e-01"	"SMG7 CA2 DCTN1 IPO8 PLA2G4C SYMPK XPO7 TFAP4 VEGFA"
"PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 118"	" 10"	"5.131234e-01"	"7.769211e-01"	"BTBD3 MYBL2 RELN RMND5A ISG20 TBXA2R GCH1 CEP68 PPAP2A ALDH1A1"
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 170"	" 23"	"2.020106e-02"	"1.475304e-01"	"RGL1 MECOM TRIM2 TEK SCP2 FAM3C BPGM GADD45A TGOLN2 CREBL2 BLVRB HPN ANK3 TBC1D9 IL27RA PPAP2A ANGPT1 CARD10 ST3GAL6 VEGFA AHNAK ALDH1A1 VLDLR"
"STAEGE_EWING_FAMILY_TUMOR"	"MSigDB_c2_cgp_v5"	"1361"	"  24"	"  3"	"1.694032e-01"	"4.648051e-01"	"OLFM1 ITM2A JAK1"
"GALE_APL_WITH_FLT3_MUTATED_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  52"	"  3"	"7.086364e-01"	"9.065332e-01"	"GIMAP6 APOBEC3B KIAA0141"
"AFFAR_YY1_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 179"	" 22"	"5.737727e-02"	"2.604962e-01"	"STK25 USP20 RND3 TGM2 SLC12A5 ST6GALNAC3 TP53INP1 HEMGN TINAGL1 EPHA2 UCHL1 EXOC4 MPP6 SLC2A3 DMPK JAK3 FXYD6 SLC2A4 MYCN ABAT EHD1 MS4A1"
"THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN"	"MSigDB_c2_cgp_v5"	"1361"	" 216"	" 24"	"1.258052e-01"	"3.999624e-01"	"PPP1R12B GALNT3 PLCB2 TAF4 FOXO4 ATRX JAK1 PHC2 RAF1 MBD4 ARHGEF1 LSP1 S1PR4 UPF1 MYO9B RBL2 TYK2 DAPK2 RARA TRIM27 LTB RALBP1 PITPNM1 MARK2"
"AFFAR_YY1_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1361"	" 207"	" 15"	"7.885283e-01"	"9.469767e-01"	"IL1RL1 GNB4 GJB3 STEAP4 UNG LGR5 TSPAN8 FN3K ANKH TFAP4 MCM4 CHTF18 UHRF1 MSH2 FADS2"
"FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  43"	"  1"	"9.126292e-01"	"1.000000e+00"	"TGOLN2"
"VERNELL_RETINOBLASTOMA_PATHWAY_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  68"	"  6"	"4.252583e-01"	"7.180523e-01"	"CLSPN E2F2 DCK CDC25A ZNF367 MCM4"
"ALCALAY_AML_BY_NPM1_LOCALIZATION_DN"	"MSigDB_c2_cgp_v5"	"1361"	" 172"	" 30"	"1.683988e-04"	"6.606414e-03"	"TRAK2 CD34 ITM2A CORO2A TNFRSF14 CD38 ATP8A1 MN1 TESC MDFIC MCM2 NUP210 BLVRB POLD1 HOMER2 IFITM1 IFITM2 PLXNC1 ANK1 CSGALNACT1 INSL3 TRIB2 RSAD2 TSPAN13 CIITA MCM4 CD96 HLA-DRB1 VEGFA HAAO"
"KANG_IMMORTALIZED_BY_TERT_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  89"	" 10"	"1.839979e-01"	"4.773494e-01"	"MMP9 ADAMTS3 ACHE TFR2 SMG1 NRP1 ADAM19 MYO1D ZNF236 KLF9"
"HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  62"	"  9"	"5.216167e-02"	"2.510652e-01"	"TP53BP1 MYBL2 MCM3AP IFRD2 ICAM2 TFAP4 UHRF1 MSH2 KLF9"
"YAO_HOXA10_TARGETS_VIA_PROGESTERONE_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  16"	"  3"	"5.120053e-02"	"2.487870e-01"	"QSOX1 ALPL GJA1"
"NGUYEN_NOTCH1_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  84"	"  9"	"2.319509e-01"	"5.285942e-01"	"ASS1 KLF4 UBR4 PTPN13 GTF2I ZNF282 IGF1R KLF5 ITGA2"
"MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 331"	" 43"	"6.820151e-03"	"7.686800e-02"	"SOX12 REM1 ZNF335 RBM38 GJB3 ALPL WIPI2 GPR12 SNCA ANKRD26 STYK1 PLEKHA5 SUV420H2 PLAUR ITPKC CD22 CAPN5 SEZ6L2 COX6A2 DUSP8 PHLDA2 TCF3 ZBTB7A GNA11 SCRG1 NQO1 MMP14 CLDN10 ABCG4 FBXO9 ACSL6 PIK3R5 SAMD14 MPP2 ITGA2B BTN1A1 PICK1 CACNA1I SNN GABBR1 KHSRP MBP FADS2"
"CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70"	"MSigDB_c2_cgp_v5"	"1361"	"  57"	"  8"	"7.087295e-02"	"2.944620e-01"	"STK39 TP53BP1 PHC2 FGR HPN IL27RA VCAN HMGXB3"
"PETROVA_PROX1_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  57"	"  6"	"2.592444e-01"	"5.623165e-01"	"SELP PRKACB NRP1 MMP14 ICAM2 VCAN"
"BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	"MSigDB_c2_cgp_v5"	"1361"	"  22"	"  8"	"6.932342e-05"	"3.626148e-03"	"STAT1 S100A8 TDRD7 ISG15 CKAP4 CAMP LGALS3BP FPR2"
"ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  18"	"  2"	"2.215797e-01"	"5.184735e-01"	"UCHL1 TCF3"
"MENSE_HYPOXIA_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  90"	"  7"	"5.814876e-01"	"8.282798e-01"	"KLF4 GADD45A SLC2A3 NADSYN1 CTTN VEGFA SCD"
"MARCINIAK_ER_STRESS_RESPONSE_VIA_CHOP"	"MSigDB_c2_cgp_v5"	"1361"	"  24"	"  3"	"1.694032e-01"	"4.648051e-01"	"RBM38 IFRD2 SOAT2"
"ZHAN_V2_LATE_DIFFERENTIATION_GENES"	"MSigDB_c2_cgp_v5"	"1361"	"  42"	"  2"	"7.488559e-01"	"9.307469e-01"	"PLP2 IRAK1"
"DORSEY_GAB2_TARGETS"	"MSigDB_c2_cgp_v5"	"1361"	"  28"	"  3"	"2.476647e-01"	"5.464964e-01"	"THBS1 PHLDA2 ITGA2B"
"HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  53"	" 16"	"2.464108e-06"	"2.320053e-04"	"S100A8 LEF1 RNASE6 GPR183 CCR9 TRAF4 CD7 VCAN TRIB2 IL7R ITGB7 MCM4 LTB MS4A3 BLNK DNTT"
"NAKAJIMA_MAST_CELL"	"MSigDB_c2_cgp_v5"	"1361"	"  42"	"  7"	"3.338876e-02"	"1.960088e-01"	"FCER1A PRG2 CPA3 GATA2 PHLDA2 TRIB2 MS4A2"
"LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS"	"MSigDB_c2_cgp_v5"	"1361"	"  24"	"  7"	"8.973894e-04"	"2.104224e-02"	"LCN2 MMP9 CYBB CPA3 CAMP LTF FPR1"
"ZHAN_MULTIPLE_MYELOMA_MS_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  44"	"  7"	"4.273614e-02"	"2.255672e-01"	"PBX1 FAM171A1 TMEM176B TMEM176A TRIM58 NRIP1 ZNF521"
"MA_MYELOID_DIFFERENTIATION_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  32"	"  4"	"1.611982e-01"	"4.526419e-01"	"PRG2 RB1 ITGB7 KLF9"
"RADMACHER_AML_PROGNOSIS"	"MSigDB_c2_cgp_v5"	"1361"	"  72"	"  9"	"1.162433e-01"	"3.839229e-01"	"LCN2 PRG2 TGM2 DENND4B S1PR1 DMWD ISG20 SMG1 ANGPT1"
"CROMER_METASTASIS_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  75"	"  8"	"2.406123e-01"	"5.429747e-01"	"SDC4 IGSF3 GJB3 DTX2 TNNT3 PHLDA2 KLF5 CARD10"
"NOUZOVA_METHYLATED_IN_APL"	"MSigDB_c2_cgp_v5"	"1361"	"  50"	"  2"	"8.454903e-01"	"9.729975e-01"	"VPS37B MARK2"
"ZHAN_MULTIPLE_MYELOMA_HP_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  38"	"  5"	"1.268320e-01"	"4.010395e-01"	"F2R ELOVL7 RSAD2 KIAA0141 CSNK1G3"
"TAVOR_CEBPA_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  43"	"  9"	"4.440295e-03"	"5.720969e-02"	"CA2 S100A9 PTPN3 ARHGEF5 CCND2 SPINT2 GCH1 KLF5 CD7"
"YAGI_AML_SURVIVAL"	"MSigDB_c2_cgp_v5"	"1361"	" 116"	"  9"	"6.188753e-01"	"8.497906e-01"	"INPP5E CORO2A BST1 GRIK5 CEP68 MYL4 LYST APOBEC3B PEX6"
"XU_CREBBP_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  24"	"  3"	"1.694032e-01"	"4.648051e-01"	"S100A6 MCM2 LRG1"
"VERHAAK_AML_WITH_NPM1_MUTATED_DN"	"MSigDB_c2_cgp_v5"	"1361"	" 218"	" 54"	"1.558397e-12"	"6.358258e-10"	"FAIM3 RGS1 FAM129A LAMC1 FCER1A CD34 FAM171A1 OPTN ASS1 LCN2 PPP1R16B MMP9 FGF13 ITM2A ALAS2 MECOM CD2 LMO4 IFI44 TOX RUNX1T1 TMOD1 MPL CD38 MN1 MDFIC BPGM SNCA IL5RA CCND2 SPIB ISG20 CD19 IFITM1 GJA1 TCF3 CSGALNACT1 ARHGEF12 LTF CD7 TRIB2 TSPAN13 CIITA C2CD2 BAIAP3 HLA-DQA1 VEGFA EHD3 PTPRCAP MS4A3 VLDLR BLNK DNTT ABLIM1"
"RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  24"	"  4"	"6.129829e-02"	"2.705701e-01"	"TMOD1 GATA2 MYCN TRIB2"
"APPEL_IMATINIB_RESPONSE"	"MSigDB_c2_cgp_v5"	"1361"	"  31"	"  1"	"7.871888e-01"	"9.466684e-01"	"ACP5"
"YAGI_AML_FAB_MARKERS"	"MSigDB_c2_cgp_v5"	"1361"	" 175"	" 27"	"2.281221e-03"	"3.669138e-02"	"PBX1 NR4A2 SAMHD1 TGM2 RUNX1T1 GJA4 ADAMTS3 ORAI2 KEL GP9 GATA2 DEAF1 CPM TFDP2 ULK2 MYH10 ITGA2B MYL4 ICAM2 F2R TRIB2 CXADR RHAG RAB27B AHNAK ALDH1A1 LDB1"
"ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  48"	"  7"	"6.623295e-02"	"2.817836e-01"	"RASSF6 SPINT2 STXBP6 ST6GAL1 KLHL14 CSNK1G3 BLNK"
"MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN"	"MSigDB_c2_cgp_v5"	"1361"	" 158"	" 13"	"5.825755e-01"	"8.248380e-01"	"SPATA5L1 MCM2 MBD4 NADSYN1 MCM3AP LEMD3 SMARCA4 NCAPD3 DENND4A ZNF367 DHX29 TSHZ1 MINPP1"
"XU_CREBBP_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  42"	"  4"	"3.345125e-01"	"6.418612e-01"	"ID3 ERCC2 ETS1 CIITA"
"SCHURINGA_STAT5A_TARGETS_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  15"	"  1"	"4.020747e-01"	"6.962923e-01"	"MYCN"
"HOEGERKORP_CD44_TARGETS_TEMPORAL_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  22"	"  3"	"1.341523e-01"	"4.120513e-01"	"SNCA ELL KIAA0141"
"IGLESIAS_E2F_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 144"	" 10"	"7.708059e-01"	"9.401758e-01"	"CD34 THBS1 ITM2A ALAS2 S100A6 CCND2 GJA1 SS18 CD74 SCD"
"MUNSHI_MULTIPLE_MYELOMA_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  73"	"  8"	"2.170507e-01"	"5.144656e-01"	"S100A4 ISG20 IFITM1 EPOR TMC6 LIFR ANGPT1 ACVRL1"
"KAMMINGA_EZH2_TARGETS"	"MSigDB_c2_cgp_v5"	"1361"	"  40"	"  3"	"4.998601e-01"	"7.685325e-01"	"MCM2 MCM4 DNTT"
"ZHAN_MULTIPLE_MYELOMA_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  34"	"  9"	"6.448063e-04"	"1.686416e-02"	"LCN2 S100A9 CD72 PF4 RNASE6 ITGA2B GP5 PLA2G7 ALDH1A1"
"BASSO_CD40_SIGNALING_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  91"	" 22"	"4.665548e-06"	"4.138138e-04"	"STAT1 FAIM3 RGS1 SLAMF1 IL1B CD40 DTX2 IRF5 VOPP1 KCNN4 ADAM8 PLXNC1 GPR183 STAT5A TMC6 IRF4 ZFP36L1 SNN HLA-DQA1 CD74 EHD1 NFKB2"
"HANSON_HRAS_SIGNALING_VIA_NFKB"	"MSigDB_c2_cgp_v5"	"1361"	"  17"	"  3"	"6.229814e-02"	"2.719434e-01"	"SERPINB2 KLF3 CLCF1"
"FAELT_B_CLL_WITH_VH3_21_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  43"	"  4"	"3.531400e-01"	"6.579047e-01"	"PLP2 LMO4 SPEN MKRN1"
"GREENBAUM_E2A_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  31"	"  3"	"3.105454e-01"	"6.177597e-01"	"CA2 HS3ST1 SCIN"
"NOUZOVA_TRETINOIN_AND_H4_ACETYLATION"	"MSigDB_c2_cgp_v5"	"1361"	" 127"	"  9"	"7.296954e-01"	"9.200115e-01"	"PRRC2C VPS39 FGF13 MOV10 KNTC1 VPS37B RECQL5 SKIV2L MARK2"
"BRUNO_HEMATOPOIESIS"	"MSigDB_c2_cgp_v5"	"1361"	"  60"	" 10"	"1.827088e-02"	"1.389041e-01"	"PBX1 S100A6 TIE1 TJP1 CAPN5 FGF3 RBL2 AQP9 ST6GAL1 SCD"
"MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  72"	"  8"	"2.056233e-01"	"5.004632e-01"	"STYK1 PLAUR GNA11 PICK1 SNN GABBR1 KHSRP MBP"
"PETROVA_PROX1_TARGETS_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  26"	"  4"	"8.175629e-02"	"3.130113e-01"	"BTBD3 MYBL2 TBXA2R GCH1"
"HOEGERKORP_CD44_TARGETS_DIRECT_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  25"	"  3"	"1.881233e-01"	"4.828328e-01"	"CAMK2D STX1A AQP1"
"KUMAR_TARGETS_OF_MLL_AF9_FUSION"	"MSigDB_c2_cgp_v5"	"1361"	" 368"	" 94"	"1.619459e-21"	"2.477772e-18"	"IL1RL1 FCRLA FCER1A OLFM1 FAM73B GALNT3 STK39 PRG2 RAG1 SLC30A4 ZCCHC3 REM1 SDC4 MMP9 EYA2 OTUD5 GATA1 GPC4 ITM2A CPA3 GNB4 CD2 S1PR1 CAMK2D LEF1 MCOLN2 CD72 SIT1 PAX5 GJB3 ISG15 HS3ST1 DCK ICA1 SMO GIMAP1 DFNA5 KLRD1 PLBD1 DMPK CD79A SPIB SEMA4B CD19 COX6A2 HIVEP2 VPREB3 LGR5 B4GALNT1 PAN2 TNFRSF19 BLK RB1 SLAIN1 POU2AF1 AQP9 LTF CCR9 HMP19 EBF1 ALOX15 TRAF4 MYO1D EPX ORMDL3 MYL4 LGALS3BP INHBA IRF4 F2R F2RL2 RSAD2 TSPAN13 ARG2 IL7R ANGPT1 LY6D HDAC7 ST6GAL1 CLDN1 LTB GABBR1 PLA2G7 GTPBP2 SATB1 C18orf8 CXXC5 PTPRCAP MS4A1 MS4A2 BLNK DNTT SCD ABLIM1"
"FAELT_B_CLL_WITH_VH3_21_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  42"	"  7"	"3.338876e-02"	"1.960088e-01"	"KDM5C SMG5 ARHGEF1 SBNO2 MYO9B TOP3B PRRC2A"
"SESTO_RESPONSE_TO_UV_C8"	"MSigDB_c2_cgp_v5"	"1361"	"  66"	"  7"	"2.497103e-01"	"5.493267e-01"	"BRD3 PTPRF ID3 CCND2 SEPT8 MYH10 VEGFA"
"KIM_HYPOXIA"	"MSigDB_c2_cgp_v5"	"1361"	"  24"	"  1"	"6.555999e-01"	"8.765202e-01"	"VEGFA"
"GENTILE_UV_RESPONSE_CLUSTER_D9"	"MSigDB_c2_cgp_v5"	"1361"	"  26"	"  4"	"8.175629e-02"	"3.130113e-01"	"PRRC2C SWAP70 AGTR1 KLF9"
"LIANG_SILENCED_BY_METHYLATION_2"	"MSigDB_c2_cgp_v5"	"1361"	"  32"	"  7"	"6.668059e-03"	"7.550143e-02"	"STAT1 SERPINB2 LCN2 S100A4 IFI44 UCHL1 INHBA"
"IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR"	"MSigDB_c2_cgp_v5"	"1361"	" 478"	" 32"	"9.663177e-01"	"1.000000e+00"	"CD34 SPATA5L1 RBCK1 TRMT2B GNB4 SYNPO2 PTGER3 TOX SSBP3 B3GALT6 GTF2I CUX1 MPP6 HIBADH HERC6 HPN FGF3 L3MBTL3 TMEM161A SSBP4 SMARCA4 RASL10A LSM11 SLC38A10 SLC22A3 ZNF76 VARS2 SRF POLI IGHMBP2 MACROD1 PPRC1"
"LY_AGING_PREMATURE_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  27"	"  3"	"2.273378e-01"	"5.228512e-01"	"SERPINB2 MYBL2 MCM2"
"MARTINEZ_RESPONSE_TO_TRABECTEDIN"	"MSigDB_c2_cgp_v5"	"1361"	"  49"	"  4"	"4.643587e-01"	"7.469773e-01"	"CUX1 ITPR1 ZFHX3 HERC1"
"WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2"	"MSigDB_c2_cgp_v5"	"1361"	"  32"	"  6"	"2.261216e-02"	"1.568118e-01"	"QSOX1 HGFAC SPINT2 MMP11 RB1 SRF"
"BROWNE_HCMV_INFECTION_20HR_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 215"	" 29"	"1.208265e-02"	"1.085841e-01"	"LCN2 EYA2 CA2 ADAMTS3 MLXIP BCL7B WASL UBE2H BRAF SMG1 DUSP8 MKNK2 IL27RA TMEM110 PDE4A ARHGAP32 TFDP2 FXR2 SEPT4 MPP2 KHDRBS3 ABAT HES1 TFRC AKAP8L VEGFA CDK2AP2 MARK2 NFKB2"
"TAKAO_RESPONSE_TO_UVB_RADIATION_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  75"	"  6"	"5.302249e-01"	"7.872335e-01"	"PLP2 S100A4 ARF5 SPINT2 GPS2 ITGA2B"
"URS_ADIPOCYTE_DIFFERENTIATION_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  70"	"  2"	"9.598243e-01"	"1.000000e+00"	"GPD1 MAP4K3"
"LEE_AGING_NEOCORTEX_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  70"	"  8"	"1.835468e-01"	"4.765831e-01"	"MTOR ST3GAL5 RAD52 VRK3 HMBS MYL4 LTB TRIM10"
"REN_ALVEOLAR_RHABDOMYOSARCOMA_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  91"	" 14"	"1.693036e-02"	"1.330087e-01"	"EYA1 PPP1R16B EYA2 RBM38 ITM2A IGSF3 TMOD1 DMPK SPINT2 TNNT3 PLXNC1 ARPP21 PIPOX MYCN"
"REN_ALVEOLAR_RHABDOMYOSARCOMA_DN"	"MSigDB_c2_cgp_v5"	"1361"	" 393"	" 30"	"8.246189e-01"	"9.645771e-01"	"LAMC1 QSOX1 STK39 CAT THBS1 SLC35A2 IRAK1 S100A6 JAK1 SCP2 ID3 PTPN13 VOPP1 TNFRSF1A PLAUR SWAP70 CDR2 CTTN GJA1 NQO1 NRP1 MMP14 ACADVL SPHK1 LGALS3BP INHBA VCAN TAPBP CD248 EHD1"
"TRAYNOR_RETT_SYNDROM_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  34"	"  6"	"3.085306e-02"	"1.879749e-01"	"STAT1 DPP4 IFI44 PTGER3 NTN4 TNFRSF19"
"MCCLUNG_DELTA_FOSB_TARGETS_8WK"	"MSigDB_c2_cgp_v5"	"1361"	"  46"	"  1"	"9.307081e-01"	"1.000000e+00"	"MYH10"
"BRACHAT_RESPONSE_TO_METHOTREXATE_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  22"	"  3"	"1.341523e-01"	"4.120513e-01"	"IFITM2 STAT5A EMILIN2"
"BROWNE_HCMV_INFECTION_16HR_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 206"	" 27"	"2.060072e-02"	"1.483252e-01"	"CAMSAP1 OLFM1 SLC30A4 IGSF3 IFI44 TESK2 EPHA2 ADAMTS3 PARM1 BPGM BRAF ARHGEF5 MPP6 RMND5A NR2C2 RAF1 FBXL14 SMG1 MKNK2 IL27RA FXR2 TRAF3 KHDRBS3 TFRC AKAP8L VEGFA VLDLR"
"MODY_HIPPOCAMPUS_POSTNATAL"	"MSigDB_c2_cgp_v5"	"1361"	"  56"	"  3"	"7.621497e-01"	"9.340856e-01"	"ARHGEF25 GPD1 IGHMBP2"
"JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN"	"MSigDB_c2_cgp_v5"	"1361"	"  37"	"  3"	"4.382762e-01"	"7.237589e-01"	"RGS1 TAL1 CD36"
"BURTON_ADIPOGENESIS_10"	"MSigDB_c2_cgp_v5"	"1361"	"  29"	"  3"	"2.683613e-01"	"5.726539e-01"	"SDPR FAM107B RAB3IL1"
"ABE_VEGFA_TARGETS_2HR"	"MSigDB_c2_cgp_v5"	"1361"	"  29"	"  5"	"4.329086e-02"	"2.265413e-01"	"SERPINB2 TNFRSF14 CUX1 MCM2 XPO7"
"SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A"	"MSigDB_c2_cgp_v5"	"1361"	"  20"	"  2"	"2.721054e-01"	"5.758247e-01"	"CYP4B1 PYROXD2"
"NATSUME_RESPONSE_TO_INTERFERON_BETA_UP"	"MSigDB_c2_cgp_v5"	"1361"	"  62"	"  4"	"6.764434e-01"	"8.904783e-01"	"STAT1 KDM5A ICAM2 TNFSF14"
"BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP"	"MSigDB_c2_cgp_v5"	"1361"	" 343"	" 41"	"2.910493e-02"	"1.829709e-01"	"LAMC1 SLAMF1 RBCK1 ZBTB10 S100A4 LEF1 YES1 GPR125 SLC26A1 CDK2AP1 ALMS1 TM7SF3 PPP1R13L SPIB VRK3 NUMA1 GJA1 TCF3 TBXA2R CPM SMARCC2 PDE4C PGLS JAK3 WWP2 SLC35F2 DAPK2 USP19 EMID1 GRM6 AGTR1 VCAN F2R ANGPT1 APOL2 PLXNB2 KAT2B ATP8B1 SLC14A1 MBP FBXW4"
